codigo_onibus,placa,linha,latitude,longitude,velocidade,sentido,trajeto,hodometro,datahoracoleta,dataposicao,horaposicao
30531,LRC6592,25,-23.009527,-43.44817,49.5,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],40927.9,2023-07-26 20:04:13,2023-07-26,20:03:55
30524,LRC6601,25,-23.000697,-43.3651,0.1,volta,25 - ALVORADA X MATO ALTO (PARADOR) [VOLTA],29493.1,2023-07-26 20:04:13,2023-07-26,20:03:53
12731,,18,-22.920321,-43.608081,0.0,ida,18 - RECREIO SHOPPING X JARDIM OCEÂNICO (EXPRESSO) [IDA],39932.0,2023-07-26 20:04:13,2023-07-26,19:46:22
86870,LSC9364,0,-22.919654,-43.608503,0.0,,,3175.4,2023-07-26 20:04:13,2023-07-26,18:01:46
13415,KQK7905,13,-23.000643,-43.365018,0.0,volta,13 - ALVORADA X  MATO ALTO (EXPRESSO) [VOLTA],45299.6,2023-07-26 20:04:13,2023-07-26,20:03:58
10306,KQP6773,19,-22.919442,-43.607595,0.0,ida,19 - PINGO D'AGUA X SALVADOR ALLENDE (EXPRESSO) [IDA],13633.6,2023-07-26 20:04:13,2023-05-08,18:25:33
901002,,22,-23.00042,-43.336308,36.5,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],17549.3,2023-07-26 20:04:13,2023-07-26,20:04:00
902103,,35,-22.876452,-43.329762,0.0,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],12130.2,2023-07-26 20:04:13,2023-07-26,19:56:19
B13,KYM5979,14,-22.965711,-43.646185,15.9,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1337.2,2023-07-26 20:04:13,2023-07-26,19:56:50
B16,LSI3468,14,-23.008954,-43.444811,53.0,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1304.3,2023-07-26 20:04:13,2023-07-26,20:04:02
B35,LTI1196,14,-23.00533,-43.430931,15.2,volta,14 - SALVADOR ALLENDE x SANTA EUGÊNIA (EXPRESSO) [VOLTA],1258.4,2023-07-26 20:04:13,2023-07-26,20:04:08
B17,KWY8231,14,-23.008651,-43.443465,57.9,volta,14 - SALVADOR ALLENDE x SANTA EUGÊNIA (EXPRESSO) [VOLTA],1419.6,2023-07-26 20:04:13,2023-07-26,20:04:08
B18,KRK9729,14,-23.011212,-43.533586,50.2,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1295.9,2023-07-26 20:04:13,2023-07-26,19:59:30
B20,LMH6141,14,-23.020241,-43.490187,39.7,volta,14 - SALVADOR ALLENDE x SANTA EUGÊNIA (EXPRESSO) [VOLTA],1319.6,2023-07-26 20:04:13,2023-07-26,19:00:09
B19,KZJ7238,14,-23.008103333333334,-43.44258166666667,0.0,volta,14 - SALVADOR ALLENDE x SANTA EUGÊNIA (EXPRESSO) [VOLTA],105164.6,2023-07-26 20:04:13,2023-07-26,20:04:12
B09,KRP3042,17,-22.815253333333334,-43.188356666666664,0.0,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR),133560.5,2023-07-26 20:04:13,2023-05-02,16:34:21
B32,KYR8913,14,-22.961344,-43.648577,0.0,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],208.5,2023-07-26 20:04:13,2023-07-26,20:01:26
B27,LRK9551,14,-22.961803333333332,-43.64848833333333,2.0,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE,594528.6,2023-07-26 20:04:13,2023-05-23,10:28:39
B14,KRK9519,14,-22.961598,-43.648152,0.0,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1350.4,2023-07-26 20:04:13,2023-07-26,20:04:00
B06,LMS3036,17,-22.81576,-43.18839333333333,0.0,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR),26287.0,2023-07-26 20:04:13,2023-05-02,09:01:13
B11,KRK9516,14,-22.959818,-43.650056,59.2,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1437.3,2023-07-26 20:04:13,2023-07-26,20:03:58
B12,LMH5981,14,-23.007916,-43.44288,0.0,volta,14 - SALVADOR ALLENDE x SANTA EUGÊNIA (EXPRESSO) [VOLTA],1327.3,2023-07-26 20:04:13,2023-07-26,19:19:11
B24,LSO7028,14,-22.961559,-43.648167,0.1,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1400.1,2023-07-26 20:04:13,2023-07-26,20:04:00
B25,,14,-22.961584,-43.648105,0.0,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1322.1,2023-07-26 20:04:13,2023-07-26,20:02:32
B28,KQP5E29,14,-23.005837,-43.432638,41.3,volta,14 - SALVADOR ALLENDE x SANTA EUGÊNIA (EXPRESSO) [VOLTA],1320.7,2023-07-26 20:04:13,2023-07-26,20:04:08
B40,,14,-22.961191,-43.648202,0.0,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],894.8,2023-07-26 20:04:13,2023-07-26,20:00:49
B41,,14,-23.002648,-43.569196,26.7,volta,14 - SALVADOR ALLENDE x SANTA EUGÊNIA (EXPRESSO) [VOLTA],1367.2,2023-07-26 20:04:13,2023-07-26,20:03:56
901001,RJD7J89,22,-23.006828,-43.312437,0.0,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],17482.2,2023-07-26 20:04:13,2023-07-26,20:03:57
B47,,14,-22.925388,-43.649906,1.9,volta,14 - SALVADOR ALLENDE x SANTA EUGÊNIA (EXPRESSO) [VOLTA],1383.8,2023-07-26 20:04:13,2023-07-26,20:04:04
B048,,14,-23.003225,-43.425225,0.0,volta,14 - SALVADOR ALLENDE x SANTA EUGÊNIA (EXPRESSO) [VOLTA],1399.4,2023-07-26 20:04:13,2023-07-26,20:04:11
B49,,14,-22.91614,-43.630282,2.3,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1342.2,2023-07-26 20:04:13,2023-07-26,20:03:55
B50,,14,-23.011568,-43.532211,44.5,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1173.7,2023-07-26 20:04:13,2023-07-26,20:01:18
B52,,14,-23.011349,-43.533082,52.4,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1223.8,2023-07-26 20:04:13,2023-07-26,19:59:40
B54,,14,-22.984874,-43.607809,57.5,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1390.8,2023-07-26 20:04:13,2023-07-26,20:04:00
B55,,14,-22.931293,-43.656477,47.4,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1331.9,2023-07-26 20:04:13,2023-07-26,20:04:07
B53,,14,-22.937301,-43.666918,32.0,volta,14 - SALVADOR ALLENDE x SANTA EUGÊNIA (EXPRESSO) [VOLTA],1400.4,2023-07-26 20:04:13,2023-07-26,20:03:57
B51,,14,-22.964389,-43.647743,0.0,ida,14 - SANTA EUGÊNIA X SALVADOR ALLENDE (EXPRESSO) [IDA],1416.9,2023-07-26 20:04:13,2023-07-26,20:02:52
901050,,40,-22.877607,-43.336725,0.0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],24449.3,2023-07-26 20:04:13,2023-07-26,20:04:01
901077,,52,-22.964629,-43.391665,0.0,ida,52 - SENTIDO ALVORADA (PARADOR) [IDA],26545.2,2023-07-26 20:04:13,2023-07-26,18:47:01
903045,,17,-22.903681,-43.566352,0.0,volta,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [VOLTA],25919.3,2023-07-26 20:04:13,2023-07-26,20:04:07
902119,,35,-22.876376,-43.329982,0.0,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],7949.1,2023-07-26 20:04:13,2023-07-26,19:45:32
901058,,22,-22.964291,-43.391819,0.0,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],44292.4,2023-07-26 20:04:13,2023-07-26,19:24:19
902105,,40,-22.878431,-43.336324,0.0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],10435.8,2023-07-26 20:04:13,2023-07-26,20:03:57
901071,,53,-22.97328,-43.396425,58.8,ida,53 - SENTIDO ALVORADA (EXPRESSO) [IDA],43650.5,2023-07-26 20:04:13,2023-07-26,20:04:10
903027,,50,-23.000867,-43.331885,58.8,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],49874.3,2023-07-26 20:04:13,2023-07-26,20:04:00
901066,,22,-23.00408,-43.32216,54.2,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],50177.0,2023-07-26 20:04:13,2023-07-26,18:59:31
903026,,50,-22.999966,-43.355255,54.5,volta,50 - SENTIDO T. OLIMPICO (PARADOR) [VOLTA],49216.5,2023-07-26 20:04:13,2023-07-26,20:04:02
903029,,50,-22.973381,-43.369411,59.2,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],33766.8,2023-07-26 20:04:13,2023-07-26,20:04:00
902116,,35,-22.957457,-43.380264,52.5,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],11327.6,2023-07-26 20:04:13,2023-07-26,20:03:53
902115,,35,-22.876609,-43.339582,33.2,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],15019.3,2023-07-26 20:04:13,2023-07-26,20:02:56
903028,,50,-22.869596,-43.335324,46.5,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],31657.7,2023-07-26 20:04:13,2023-07-26,20:03:57
901061,,51,-22.966859,-43.39723,16.1,ida,51 - SENTIDO RECREIO (PARADOR) [IDA],43557.4,2023-07-26 20:04:13,2023-07-26,20:04:00
903030,,50,-22.972258,-43.401151,0.0,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],41216.1,2023-07-26 20:04:13,2023-07-26,20:04:12
903057,,17,-22.920533,-43.60797,0.0,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],12199.8,2023-07-26 20:04:13,2023-06-26,04:59:59
901051,,46,-23.000947,-43.36434,14.0,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],39198.4,2023-07-26 20:04:13,2023-07-26,19:50:53
901064,,22,-22.999865,-43.359966,46.8,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],49186.0,2023-07-26 20:04:13,2023-07-26,20:04:09
902107,,31,-22.87637,-43.329757,0.0,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],9145.6,2023-07-26 20:04:13,2023-07-26,19:46:42
901049,,40,-22.8898,-43.346771,60.1,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],33170.199,2023-07-26 20:04:13,2023-07-26,20:03:58
901073,,52,-22.862162,-43.400419,0.0,ida,52 - SENTIDO ALVORADA (PARADOR) [IDA],42051.0,2023-07-26 20:04:13,2023-07-26,19:00:01
901048,,51,-22.961508,-43.392174,22.0,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],26674.5,2023-07-26 20:04:13,2023-07-26,18:59:17
901065,,52,-22.985109,-43.365586,56.7,volta,52 - SENTIDO V. MILITAR (PARADOR) [VOLTA],35628.3,2023-07-26 20:04:13,2023-07-26,20:03:59
903031,,50,-22.876496,-43.329544,0.0,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],40853.1,2023-07-26 20:04:13,2023-07-26,19:33:10
902092,,35,-23.000872,-43.367163,0.0,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],7624.8,2023-07-26 20:04:13,2023-07-26,20:04:00
903032,,42,-22.839578,-43.239686,0.0,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],42991.8,2023-07-26 20:04:13,2023-07-26,20:04:00
901075,,51,-22.925,-43.397614,60.5,ida,51 - SENTIDO RECREIO (PARADOR) [IDA],49241.5,2023-07-26 20:04:13,2023-07-26,18:59:50
903055,,17,-22.914169,-43.601888,21.1,volta,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [VOLTA],19130.8,2023-07-26 20:04:13,2023-07-26,20:03:59
902112,,31,-22.876421,-43.329653,0.0,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],11289.1,2023-07-26 20:04:13,2023-07-26,19:49:09
903037,,17,-22.901771,-43.55509,0.0,volta,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [VOLTA],20953.4,2023-07-26 20:04:13,2023-07-26,20:00:29
903002,,42,-22.844377,-43.238449,44.5,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],7246.8,2023-07-26 20:04:13,2023-07-26,20:04:10
901080,,52,-22.973358,-43.388258,0.0,ida,52 - SENTIDO ALVORADA (PARADOR) [IDA],31495.4,2023-07-26 20:04:13,2023-07-26,18:59:44
902110,,35,-23.000981,-43.366559,0.0,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],9073.7,2023-07-26 20:04:13,2023-07-26,18:57:04
902114,,35,-22.915699,-43.361394,0.0,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],9110.5,2023-07-26 20:04:13,2023-07-26,20:04:09
902078,,31,-22.876811,-43.330071,0.0,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],10463.5,2023-07-26 20:04:13,2023-07-26,20:03:58
902111,,35,-22.934941,-43.371931,0.0,volta,35 - ALVORADA  X  MADUREIRA (PARADOR) [VOLTA],10527.6,2023-07-26 20:04:13,2023-07-26,20:04:09
902025,,35,-22.876518,-43.329824,0.0,ida,35 - MADUREIRA X ALVORADA (PARADOR) [IDA],10033.8,2023-07-26 20:04:13,2023-07-26,19:23:56
903054,,17,-22.901639,-43.55446,11.3,volta,17 - CAMPO GRANDE  X SANTA CRUZ (PARADOR) [VOLTA],17896.7,2023-07-26 20:04:13,2023-07-26,19:52:27
903021,,42,-22.837725,-43.289368,0.0,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],34904.0,2023-07-26 20:04:13,2023-07-26,20:04:11
903056,,17,-22.927794,-43.677415,0.0,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],14890.8,2023-07-26 20:04:13,2023-07-26,20:03:58
903000,,50,-23.001122,-43.329345,5.7,volta,50 - SENTIDO T. OLIMPICO (PARADOR) [VOLTA],32043.1,2023-07-26 20:04:13,2023-07-26,20:04:09
903058,,17,-22.906876,-43.561103,42.7,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],9356.7,2023-07-26 20:04:13,2023-07-26,20:04:00
901072,,52,-22.964764,-43.392186,0.0,ida,52 - SENTIDO ALVORADA (PARADOR) [IDA],38853.1,2023-07-26 20:04:13,2023-07-26,20:02:55
902045,,31,-22.880774,-43.330293,49.0,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],6986.0,2023-07-26 20:04:13,2023-07-26,19:20:39
903008,,42,-22.876266,-43.329602,0.0,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],48277.6,2023-07-26 20:04:13,2023-07-26,19:10:17
903007,,0,-23.000715,-43.365145,0.0,,,41516.4,2023-07-26 20:04:13,2023-07-26,20:03:58
903004,,42,-22.847224,-43.266518,41.6,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],39480.7,2023-07-26 20:04:13,2023-07-26,20:04:10
903006,,42,-22.877692,-43.336478,0.0,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],46672.0,2023-07-26 20:04:13,2023-07-26,20:04:07
901046,,40,-22.973177,-43.385355,0.0,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],28857.8,2023-07-26 20:04:13,2023-07-26,20:03:55
903005,,42,-22.855017,-43.25228,23.8,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],39085.0,2023-07-26 20:04:13,2023-07-26,20:04:11
903022,,50,-23.006624,-43.313546,38.0,volta,50 - SENTIDO T. OLIMPICO (PARADOR) [VOLTA],37884.0,2023-07-26 20:04:13,2023-07-26,20:04:03
903035,,17,-22.911291,-43.589621,1.8,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],19815.4,2023-07-26 20:04:13,2023-07-26,20:04:03
901059,,51,-22.986991,-43.414445,58.5,ida,51 - SENTIDO RECREIO (PARADOR) [IDA],48621.9,2023-07-26 20:04:13,2023-07-26,20:03:59
903003,,42,-22.83886,-43.241418,0.0,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],41993.1,2023-07-26 20:04:13,2023-07-26,20:03:56
901019,,22,-22.965112,-43.39133,0.0,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],32343.3,2023-07-26 20:04:13,2023-07-26,19:56:21
901020,,22,-23.000629,-43.365898,0.0,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],25653.3,2023-07-26 20:04:13,2023-07-26,20:04:07
901021,,22,-22.965573,-43.391618,0.0,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],17712.0,2023-07-26 20:04:13,2023-07-26,19:27:52
901022,,22,-23.001008,-43.365461,0.0,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],18743.0,2023-07-26 20:04:13,2023-07-26,20:02:55
901023,,51,-22.964769,-43.391607,0.0,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],33696.4,2023-07-26 20:04:13,2023-07-26,18:29:16
901024,,46,-22.881717,-43.341816,21.5,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],20776.1,2023-07-26 20:04:13,2023-07-26,18:59:34
901025,,41,-22.921495,-43.370611,0.0,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],41112.8,2023-07-26 20:04:13,2023-07-26,20:03:56
901026,,51,-22.965561,-43.391578,0.0,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],32961.4,2023-07-26 20:04:13,2023-07-26,20:03:06
901027,,51,-22.920604,-43.396775,52.1,volta,51 - SENTIDO V. MILITAR (PARADOR) [VOLTA],26344.5,2023-07-26 20:04:13,2023-07-26,20:04:11
901028,,40,-23.000884,-43.367435,0.0,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],23933.0,2023-07-26 20:04:13,2023-07-26,20:00:56
903001,,38,-22.876341,-43.329516,0.0,ida,38 - FUNDÃO X ALVORADA (PARADOR) [IDA],46484.4,2023-07-26 20:04:13,2023-07-25,23:11:00
901029,,0,-22.964868,-43.39166,0.0,,,25046.7,2023-07-26 20:04:13,2023-07-26,20:00:24
901030,,52,-22.973348,-43.369677,56.0,ida,52 - SENTIDO ALVORADA (PARADOR) [IDA],22046.5,2023-07-26 20:04:13,2023-07-26,20:04:12
901031,,40,-22.887105,-43.344877,0.5,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],24555.5,2023-07-26 20:04:13,2023-07-26,20:04:12
901032,,40,-22.878573,-43.34101,0.0,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],25512.5,2023-07-26 20:04:13,2023-07-26,20:04:02
901033,,31,-23.000914,-43.367366,0.0,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],26833.3,2023-07-26 20:04:13,2023-07-26,19:55:21
901034,,41,-22.919729,-43.367468,0.0,ida,41 - PAULO DA PORTELA X TERMINAL RECREIO (EXPRESSO) [IDA],27750.0,2023-07-26 20:04:13,2023-07-26,20:03:58
901035,,22,-22.964519,-43.392075,0.0,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],26023.8,2023-07-26 20:04:13,2023-07-26,19:33:38
901036,,52,-22.9732,-43.392432,59.1,volta,52 - SENTIDO V. MILITAR (PARADOR) [VOLTA],23029.9,2023-07-26 20:04:13,2023-07-26,20:03:56
901037,,52,-22.95989,-43.388974,0.0,ida,52 - SENTIDO ALVORADA (PARADOR) [IDA],20049.2,2023-07-26 20:04:13,2023-07-26,20:03:57
901038,,53,-23.000985,-43.366974,0.0,volta,53 - SENTIDO SULACAP (EXPRESSO) [VOLTA],27629.6,2023-07-26 20:04:13,2023-07-26,20:02:50
901039,,40,-22.905847,-43.357571,59.7,ida,40 - PAULO DA PORTELA X ALVORADA (EXPRESSO) [IDA],24916.7,2023-07-26 20:04:13,2023-07-26,20:03:51
901040,,51,-22.862331,-43.400908,15.3,ida,51 - SENTIDO RECREIO (PARADOR) [IDA],29830.7,2023-07-26 20:04:13,2023-07-26,20:04:10
901041,,22,-23.002935,-43.324684,32.7,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],26425.7,2023-07-26 20:04:13,2023-07-26,20:04:05
901042,,53,-23.001352,-43.366413,0.0,volta,53 - SENTIDO SULACAP (EXPRESSO) [VOLTA],30128.6,2023-07-26 20:04:13,2023-07-26,20:03:55
901043,,22,-22.964364,-43.391732,0.1,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],25146.6,2023-07-26 20:04:13,2023-07-26,19:28:24
901054,,51,-22.861527,-43.399543,3.9,ida,51 - SENTIDO RECREIO (PARADOR) [IDA],21604.9,2023-07-26 20:04:13,2023-07-26,20:04:00
903009,,42,-22.879315,-43.341505,0.0,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],47464.8,2023-07-26 20:04:13,2023-07-26,20:04:04
903010,,42,-22.85219,-43.262631999999996,50.8,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],43934.9,2023-07-26 20:04:13,2023-07-26,18:58:59
903011,,42,-22.839732,-43.239522,0.0,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],45616.3,2023-07-26 20:04:13,2023-07-26,20:04:09
903012,,42,-22.857508,-43.257664,0.0,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],48232.0,2023-07-26 20:04:13,2023-07-26,20:03:52
903015,,42,-22.840986,-43.239585,31.5,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],48136.0,2023-07-26 20:04:13,2023-07-26,20:03:57
903016,,42,-22.839843,-43.239423,0.0,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],42807.7,2023-07-26 20:04:13,2023-07-26,20:04:11
903017,,50,-22.991423,-43.365897,54.4,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],45064.4,2023-07-26 20:04:13,2023-07-26,20:03:59
903018,,42,-22.841745,-43.274642,0.0,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],11348.2,2023-07-26 20:04:13,2023-07-26,20:03:55
903019,,50,-22.876099,-43.32944,0.0,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],4452.0,2023-07-26 20:04:13,2023-07-24,15:02:37
903020,,50,-22.964097,-43.394379,0.0,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],43996.5,2023-07-26 20:04:13,2023-07-26,20:04:10
903023,,42,-22.876882,-43.330267,0.0,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],39307.7,2023-07-26 20:04:13,2023-07-26,19:17:25
903024,,42,-22.85298,-43.314402,34.8,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],38235.9,2023-07-26 20:04:13,2023-07-26,20:04:12
903025,,50,-23.006515,-43.313525,0.0,volta,50 - SENTIDO T. OLIMPICO (PARADOR) [VOLTA],39649.3,2023-07-26 20:04:13,2023-07-26,20:04:07
903013,,42,-22.876337,-43.329721,0.0,ida,42 - GALEÃO X MADUREIRA MANANCEIA (PARADOR) [IDA],44578.0,2023-07-26 20:04:13,2023-07-26,17:37:19
903014,,50,-22.876549,-43.329521,0.0,ida,50 - SENTIDO JD. OCEANICO (PARADOR) [IDA],51972.9,2023-07-26 20:04:13,2023-07-26,20:03:53
902097,,31,-22.904925,-43.357182,0.0,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],11256.2,2023-07-26 20:04:13,2023-07-26,20:04:04
901045,,53,-22.884926,-43.399637,16.7,ida,53 - SENTIDO ALVORADA (EXPRESSO) [IDA],32632.4,2023-07-26 20:04:13,2023-07-26,20:04:11
901053,,53,-22.973338,-43.367155,54.0,volta,53 - SENTIDO SULACAP (EXPRESSO) [VOLTA],20213.5,2023-07-26 20:04:13,2023-07-26,20:04:11
901060,,51,-23.006264,-43.43679,47.6,ida,51 - SENTIDO RECREIO (PARADOR) [IDA],25010.5,2023-07-26 20:04:13,2023-07-26,20:04:09
903052,,17,-22.91827,-43.607151,0.0,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],22042.7,2023-07-26 20:04:13,2023-07-26,20:04:05
903060,,17,-22.920723,-43.607888,0.0,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],20533.4,2023-07-26 20:04:13,2023-07-26,18:19:24
903063,,17,-22.919094,-43.607689,0.0,ida,17 - SANTA CRUZ X CAMPO GRANDE (PARADOR) [IDA],21498.7,2023-07-26 20:04:13,2023-07-26,19:35:54
901000,,22,-22.965171,-43.391831,0.0,ida,22 - ALVORADA X J. OCEÂNICO (PARADOR) [IDA],30275.9,2023-07-26 20:04:13,2023-07-26,19:17:12
902113,,31,-22.873764,-43.335731,41.8,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],9001.6,2023-07-26 20:04:13,2023-07-26,18:59:41
902118,,31,-22.876771,-43.32985,0.0,ida,31 - VICENTE DE CARVALHO X ALVORADA (SEMIDIRETO) [IDA],7820.4,2023-07-26 20:04:13,2023-07-26,20:04:01
902117,,31,-22.959943,-43.388818,28.0,volta,31 - ALVORADA X VICENTE DE CARVALHO (SEMIDIRETO) [VOLTA],10429.4,2023-07-26 20:04:13,2023-07-26,20:04:08
901052,,40,-23.001398,-43.36707,0.5,volta,40 - ALVORADA X PAULO DA PORTELA (EXPRESSO) [VOLTA],20307.6,2023-07-26 20:04:13,2023-07-26,20:04:12
901056,,22,-22.99992,-43.361825,18.9,volta,22 - J. OCEÂNICO X ALVORADA (PARADOR) [VOLTA],25531.9,2023-07-26 20:04:13,2023-07-26,20:04:08
901044,,52,-22.946706,-43.393486,59.5,ida,52 - SENTIDO ALVORADA (PARADOR) [IDA],29801.8,2023-07-26 20:04:13,2023-07-26,20:04:11
903033,,42,-22.877424,-43.336248,0.6000000000000001,volta,42 - MADUREIRA MANANCEIA X GALEAO (PARADOR) [VOLTA],36800.0,2023-07-26 20:04:13,2023-07-26,20:04:08
902049,,41,-22.854614,-43.251245,0.0,volta,41 - TERMINAL RECREIO X PAULO DA PORTELA (EXPRESSO) [VOLTA],36284.5,2023-07-26 20:04:13,2023-07-26,19:57:08
902020,,46,-22.921277,-43.370358,0.0,ida,46 - PENHA X ALVORADA (EXPRESSO) [IDA],31952.5,2023-07-26 20:04:13,2023-07-26,20:04:09
902022,,46,-23.000944,-43.364441,18.4,volta,46 - ALVORADA X PENHA (EXPRESSO) [VOLTA],31106.0,2023-07-26 20:04:13,2023-07-26,20:00:56
901092,,53,-22.922438,-43.397568,51.2,volta,53 - SENTIDO SULACAP (EXPRESSO) [VOLTA],2781.0,2023-07-26 20:04:13,2023-07-26,20:04:01
